N1.HOG0000004,Prietella_phreatophila_g49885_t1
N1.HOG0000056,Prietella_phreatophila_g16988_t1
N1.HOG0000056,Prietella_phreatophila_g39201_t2
N1.HOG0000058,Prietella_phreatophila_g39200_t1
N1.HOG0000058,Prietella_phreatophila_g39203_t1
N1.HOG0000058,Prietella_phreatophila_g39217_t1
N1.HOG0000059,Prietella_phreatophila_g16756_t1
N1.HOG0000108,Prietella_phreatophila_g45564_t1
N1.HOG0000179,Prietella_phreatophila_g22095_t1
N1.HOG0000190,Prietella_phreatophila_g36196_t1
N1.HOG0000191,Prietella_phreatophila_g26885_t1
N1.HOG0000195,Prietella_phreatophila_g39543_t1
N1.HOG0000226,Prietella_phreatophila_g10048_t1
N1.HOG0000227,Prietella_phreatophila_g32495_t1
N1.HOG0000227,Prietella_phreatophila_g35993_t1
N1.HOG0000230,Prietella_phreatophila_g39729_t1
N1.HOG0000231,Prietella_phreatophila_g26268_t1
N1.HOG0000236,Prietella_phreatophila_g18675_t1
N1.HOG0000250,Prietella_phreatophila_g32890_t1
N1.HOG0000250,Prietella_phreatophila_g50094_t1
N1.HOG0000261,Prietella_phreatophila_g32667_t1
N1.HOG0000292,Prietella_phreatophila_g25675_t1
N1.HOG0000293,Prietella_phreatophila_g25673_t1
N1.HOG0000308,Prietella_phreatophila_g10163_t1
N1.HOG0000310,Prietella_phreatophila_g36526_t1
N1.HOG0000310,Prietella_phreatophila_g9917_t1
N1.HOG0000314,Prietella_phreatophila_g10162_t1
N1.HOG0000319,Prietella_phreatophila_g36453_t1
N1.HOG0000323,Prietella_phreatophila_g47004_t1
N1.HOG0000397,Prietella_phreatophila_g41860_t1
N1.HOG0000403,Prietella_phreatophila_g36141_t1
N1.HOG0000421,Prietella_phreatophila_g27923_t2
N1.HOG0000421,Prietella_phreatophila_g34192_t1
N1.HOG0000421,Prietella_phreatophila_g34606_t2
N1.HOG0000431,Prietella_phreatophila_g9747_t1
N1.HOG0000434,Prietella_phreatophila_g10007_t1
N1.HOG0000440,Prietella_phreatophila_g25518_t1
N1.HOG0000443,Prietella_phreatophila_g41682_t1
N1.HOG0000495,Prietella_phreatophila_g36764_t1
N1.HOG0000497,Prietella_phreatophila_g25844_t1
N1.HOG0000497,Prietella_phreatophila_g8614_t1
N1.HOG0000500,Prietella_phreatophila_g1636_t1
N1.HOG0000505,Prietella_phreatophila_g51535_t1
N1.HOG0000506,Prietella_phreatophila_g19967_t1
N1.HOG0000506,Prietella_phreatophila_g20867_t1
N1.HOG0000538,Prietella_phreatophila_g35000_t1
N1.HOG0000541,Prietella_phreatophila_g23101_t1
N1.HOG0000562,Prietella_phreatophila_g39263_t1
N1.HOG0000563,Prietella_phreatophila_g18256_t1
N1.HOG0000564,Prietella_phreatophila_g51112_t1
N1.HOG0000566,Prietella_phreatophila_g22193_t1
N1.HOG0000569,Prietella_phreatophila_g44570_t1
N1.HOG0000570,Prietella_phreatophila_g32540_t2
N1.HOG0000573,Prietella_phreatophila_g21959_t1
N1.HOG0000608,Prietella_phreatophila_g20980_t1
N1.HOG0000619,Prietella_phreatophila_g20878_t2
N1.HOG0000628,Prietella_phreatophila_g26331_t1
N1.HOG0000644,Prietella_phreatophila_g46937_t1
N1.HOG0000649,Prietella_phreatophila_g41742_t1
N1.HOG0000649,Prietella_phreatophila_g48152_t1
N1.HOG0000649,Prietella_phreatophila_g49493_t1
N1.HOG0000690,Prietella_phreatophila_g27870_t1
N1.HOG0000693,Prietella_phreatophila_g10065_t1
N1.HOG0000719,Prietella_phreatophila_g18460_t1
N1.HOG0000726,Prietella_phreatophila_g1160_t1
N1.HOG0000731,Prietella_phreatophila_g20292_t1
N1.HOG0000731,Prietella_phreatophila_g23941_t1
N1.HOG0000731,Prietella_phreatophila_g24644_t1
N1.HOG0000731,Prietella_phreatophila_g32715_t1
N1.HOG0000731,Prietella_phreatophila_g3617_t1
N1.HOG0000731,Prietella_phreatophila_g36459_t1
N1.HOG0000731,Prietella_phreatophila_g407_t1
N1.HOG0000731,Prietella_phreatophila_g42509_t1
N1.HOG0000739,Prietella_phreatophila_g16266_t1
N1.HOG0000752,Prietella_phreatophila_g40948_t1
N1.HOG0000763,Prietella_phreatophila_g20133_t1
N1.HOG0000765,Prietella_phreatophila_g10110_t2
N1.HOG0000765,Prietella_phreatophila_g17330_t1
N1.HOG0000772,Prietella_phreatophila_g36011_t1
N1.HOG0000773,Prietella_phreatophila_g36015_t1
N1.HOG0000776,Prietella_phreatophila_g35880_t1
N1.HOG0000777,Prietella_phreatophila_g9289_t1
N1.HOG0000784,Prietella_phreatophila_g20254_t1
N1.HOG0000791,Prietella_phreatophila_g19823_t1
N1.HOG0000795,Prietella_phreatophila_g39383_t1
N1.HOG0000795,Prietella_phreatophila_g50027_t1
N1.HOG0000801,Prietella_phreatophila_g39212_t1
N1.HOG0000805,Prietella_phreatophila_g20140_t2
N1.HOG0000805,Prietella_phreatophila_g39402_t1
N1.HOG0000806,Prietella_phreatophila_g32687_t1
N1.HOG0000807,Prietella_phreatophila_g41614_t1
N1.HOG0000811,Prietella_phreatophila_g39415_t1
N1.HOG0000813,Prietella_phreatophila_g39216_t1
N1.HOG0000818,Prietella_phreatophila_g17467_t1
N1.HOG0000860,Prietella_phreatophila_g16938_t1
